review_id,reviewer,rating,date,review,reviewer_url,source_file
ChdDSUhNMG9nS0VQclp3N09lX3RyMHVRRRAB,Allaya Rahman,5,a year ago,"J’ai eu Agla qui m’a servi, elle a donné une expérience de qualité, elle a surpassé mes attentes, elle a répondu à toutes mes questions et a été à l’écoute de mes problèmes, 10/10 overall ! Merci à elle et son équipe!",https://www.google.com/maps/contrib/114017704809906873736/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT2xSTlgwcEtRVnBFYzJvM1VHUTJlRTUwUjI5eVNGRRAB,Viviana Rodriguez,5,9 months ago,"Super service chez ALO! Rene m’a vraiment bien aidé, il connaît ses affaires piis il est super sympathique. Je recommande!",https://www.google.com/maps/contrib/102109015613681871810/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChdDSUhNMG9nS0VJQ0FnSUQzc2Rtc3hBRRAB,Daphné Laroche,1,a year ago,"Vendeurs roux/manager très impolie, il ne laissait pas mon amie aller au toilette,c’était pressant car si on arrêtais à quelque part d’autre nous allions manquer notre train, je ne vous conseille pas ce vendeur si vous voulez passer une bonne journée.",https://www.google.com/maps/contrib/106171230478515778683/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChdDSUhNMG9nS0VJQ0FnSUNueXRMWjNBRRAB,Sissy,5,a year ago,Très bon service les 3 fois dernière fois que j’y suis allé! Oui il n’y a pas toutes les tailles ou couleurs sur le plancher mais les vendeuses vont le chercher rapidement et sont aidante!,https://www.google.com/maps/contrib/111613777255253452707/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnSURmM2NHT0ZnEAE,Mathieu Portier,4,a year ago,"Excellente sélection mais magasin qui mériterait quelques efforts afin d’être mieux tenu tenant compte du prix des articles vendus ( désordre dans les vêtements, staff qui manque d’ expérience, manque de propreté )",https://www.google.com/maps/contrib/101122167841352457467/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT20xRVpqTlpVbFpVVFV4UmFtWjJNWFExUmtaNFMzYxAB,ABDELLATIF ELHAJJI,1,9 months ago,"Sur le site c'est marqué fermeture à 18h et quand je suis parti ils m'ont dit qu'ils ferment à 17h , et la vendeuse ne m'a pas donné d'explication....",https://www.google.com/maps/contrib/113968011715499126539/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT2tsdGJUTkxjVTk0YkRBNFRISldSSFJaYlc5ZllYYxAB,RAMOS Loriane,5,9 months ago,"De passage pendant mes vacances, j’ai eu la chance d’être conseillée par René avec beaucoup de bienveillance. Merci à lui",https://www.google.com/maps/contrib/117905521686720570731/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnSUQzMlBfdUhBEAE,Love,5,a year ago,"Excellent service, personnel super poli et professionnel dans l'explication de leurs produits.👏👏👏  Merci Cami pour votre gentillesse et bonne explication des vêtements et accessoires Alo",https://www.google.com/maps/contrib/113662808809471110579/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChdDSUhNMG9nS0VJQ0FnSURQNGRmMHB3RRAB,Catalina,1,a year ago,"C’était vraiment une expérience déplaisante dans ce magasin. Tous les travailleurs étaient bêtes et prétentieux. Ils enlèvent l’envie de magasiner, si je pouvais donner zéro étoiles, je l’aurais fait!",https://www.google.com/maps/contrib/111714831208324118868/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnTURvaGU2ZUtnEAE,Jean-nicholas Papillon Gauthier,1,a year ago,Service épouvantable par la caissière. Nous avons décidé d’annuler notre achat tellement elle était arrogante avec nous.,https://www.google.com/maps/contrib/114590498118217130308/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnSUMzZ01MQ05BEAE,Lena Ana,1,a year ago,Manque de respect et de courtoisie. Les conseillères ne connaissent pas leur marchandise. Assez ordinaire comme service.,https://www.google.com/maps/contrib/107200170721459569891/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChdDSUhNMG9nS0VJQ0FnSUNuM1lxUDNnRRAB,Isabelle Soucy,5,a year ago,"La boutique est magnifique, le staff est trop gentil et les vêtements pour femme sont incroyables. 🤍",https://www.google.com/maps/contrib/105702621653348940181/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT2t4MlQwbG9PRjlzZW5aMExUTkVaRFV5WkhFMk5sRRAB,Stephanie Martin,5,5 months ago,Belle qualité de vêtements,https://www.google.com/maps/contrib/116648281419196837365/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT2xWQlpIZFViVmxtTW5oaVIxcG9UMHczWkhwbWNHYxAB,Maya Dinta,5,a year ago,Prix abordable et des habits de bonne qualité,https://www.google.com/maps/contrib/110139324327550874400/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT2taamVXRllRalZuWDI1cU0yMTVNV2cwYlY5VlZVRRAB,NoworriesM8,5,2 weeks ago,,https://www.google.com/maps/contrib/104965807666390668136/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT21jMFExWXRXVFJzWDBoMmVrZHpPRmMzTkhreGFrRRAB,Reachill Franche,5,3 weeks ago,,https://www.google.com/maps/contrib/117560294961299247765/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT210dGQyRXhVelJ5Y25samFWOHpXV0ZLZEU1VFVWRRAB,francois-xavier metellus,5,a month ago,Merci  au gerant pour le super service . Très professionnel.  Et aussi a quand un alo sur ́la rive sud,https://www.google.com/maps/contrib/105118590111686579959/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT2tsTk5ETjFTbHBDVWpZdFFrbGtUVnBQV1RWU1YzYxAB,TSM,5,2 months ago,,https://www.google.com/maps/contrib/111575147883035895967/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT25aV01IVnRUWGQzZERGaVVVaE1RVXRLYjNWc2NIYxAB,Denisa Sutzescu,3,3 months ago,,https://www.google.com/maps/contrib/112220078689643414947/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT2pKcFpuZzNValpzVEVKb1RXOUVaMkpMT1RKQldIYxAB,Jinnet Paola Gallego G,5,5 months ago,,https://www.google.com/maps/contrib/115141393354108486225/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT25aQ1NUQlFabEl0YkdoVFJtTmhTbUpvV1dOS1pYYxAB,邹雪香,1,5 months ago,,https://www.google.com/maps/contrib/102283155420607154109/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT25oWk1YUXRaeTFVUWt3eVRsQlFlVFZwY1RFM09FRRAB,Roberto Reino,5,6 months ago,,https://www.google.com/maps/contrib/103566546504011012816/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
Ci9DQUlRQUNvZENodHljRjlvT25wSFkwSmxWVWxsWDNsRlJYRnZNRWx0VTNCRlJWRRAB,Alexandre breton,5,a year ago,,https://www.google.com/maps/contrib/105469292395370541102/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VNYVpoWW5ZaHVUYUVREAE,Rodolfo Estrada,5,a year ago,,https://www.google.com/maps/contrib/112600815954928885762/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnTUNZMHNpTlpREAE,Aristea Tsakiris,1,a year ago,,https://www.google.com/maps/contrib/109069801465322370462/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnTURJOWRfY0V3EAE,Malak El abbadi,5,a year ago,,https://www.google.com/maps/contrib/102700515373882392043/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnTUN3dE9xOWV3EAE,Jandel Theman,5,a year ago,,https://www.google.com/maps/contrib/106165780479649948520/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChdDSUhNMG9nS0VJQ0FnTURRbjRHam13RRAB,Adrien Thomas,5,a year ago,,https://www.google.com/maps/contrib/104348269598503375334/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChdDSUhNMG9nS0VJQ0FnTURncGRXTXJRRRAB,kw c,3,a year ago,,https://www.google.com/maps/contrib/107063860226483490058/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChZDSUhNMG9nS0VJQ0FnSURYMjkta2RnEAE,deema joumaa,1,Edited a year ago,,https://www.google.com/maps/contrib/104367638723454553868/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
ChdDSUhNMG9nS0VJQ0FnSURubi1HSjNBRRAB,Habonimana Ornella,5,a year ago,,https://www.google.com/maps/contrib/117228359376045321075/reviews?hl=en-CA,alo mtl reviews - Google Search example.html
